Brand,Model,Case Material,Strap Material,Movement Type,Water Resistance,Case Diameter,Case Thickness,Band Width,Dial Color,Crystal Material,Complications,Power Reserve,Price,Complication_Score,Luxury_Index,Movement_Complexity,Case_Proportion,Dial_Score,Material_Match,Has_Power_Reserve,Case_Size_Category,Has_Complication,Brand_Tier_encoded,Water_Tier_encoded,Brand_Tier_Mid-Range,Brand_Tier_Other,Brand_Tier_Very High-End,Water_Tier_Professional,Water_Tier_Standard,Brand_Case,Material_Luxury,HighEnd_Dial,Power_Material
Cartier,Santos,Stainless Steel,Stainless Steel,Automatic,100,39.8,9.08,20.0,Silver,Sapphire,['Date'],42.0,6200.0,1,10,1,4.383255084520832,3,1,1,1,1,1,2,True,False,False,False,True,4.383255084520832,10,0,1
TAG Heuer,Aquaracer,Stainless Steel,Stainless Steel,Automatic,225,43.0,12.5,21.0,Black,Sapphire,['Date'],38.0,3100.0,1,10,1,3.439997248002202,3,1,1,2,1,1,1,True,False,False,True,False,3.439997248002202,10,0,1
Breitling,Superocean,Stainless Steel,Rubber,Automatic,225,42.0,13.3,20.0,Blue,Sapphire,['Date'],38.0,4100.0,1,11,1,3.1578923624869453,5,0,1,2,1,1,1,True,False,False,True,False,3.1578923624869453,0,0,0
Panerai,Luminor Marina,Stainless Steel,Leather,Automatic,225,44.0,13.05,24.0,Black,Sapphire,['None'],72.0,6500.0,0,11,1,3.3716449259425856,3,0,1,2,0,1,1,True,False,False,True,False,3.3716449259425856,0,0,0
Tudor,Black Bay,Stainless Steel,Leather,Automatic,200,41.0,12.7,22.0,Black,Sapphire,['Date'],70.0,3800.0,1,12,1,3.228343914689831,3,0,1,2,1,1,1,True,False,False,True,False,3.228343914689831,0,0,0
Zenith,Elite Classic,Stainless Steel,Leather,Automatic,50,39.0,8.15,20.0,Silver,Sapphire,['Date'],50.0,4900.0,1,12,1,4.785270202122452,3,0,1,1,1,2,0,False,True,False,False,False,9.570540404244904,0,0,0
Longines,Conquest Classic,Stainless Steel,Leather,Automatic,50,40.0,10.75,20.0,Silver,Sapphire,['Date'],54.0,1850.0,1,12,1,3.7209267712309106,3,0,1,1,1,1,0,True,False,False,False,False,3.7209267712309106,0,0,0
Montblanc,Star Legacy,Stainless Steel,Leather,Automatic,50,42.0,11.4,22.0,White,Sapphire,"['Date', 'Moonphase']",42.0,3900.0,3,14,1,3.6842072945550046,4,0,1,2,1,1,0,True,False,False,False,False,3.6842072945550046,0,0,0
Baume & Mercier,Clifton Baumatic,Stainless Steel,Leather,Automatic,50,40.0,10.3,20.0,Silver,Sapphire,['Date'],102.5,2750.0,1,12,1,3.883491375251092,3,0,1,1,1,2,0,False,True,False,False,False,7.766982750502184,0,0,0
Rolex,Datejust,Stainless Steel,Stainless Steel,Automatic,100,41.0,11.8,20.0,Blue,Sapphire,['Date'],70.0,9500.0,1,10,1,3.474573326632774,5,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Omega,Speedmaster Moonwatch,Stainless Steel,Stainless Steel,Manual,50,42.0,13.75,20.0,Black,Non-Sapphire,"['Chronograph', 'Tachymeter']",48.0,5350.0,5,11,1,3.054543233059467,3,1,1,2,1,0,0,False,False,False,False,False,0.0,11,0,1
Breitling,Superocean Heritage,Stainless Steel,Stainless Steel,Automatic,200,44.0,14.2,22.0,Blue,Sapphire,['Date'],38.0,3250.0,1,10,1,3.098589367190587,5,1,1,2,1,1,1,True,False,False,True,False,3.098589367190587,10,0,1
Cartier,Santos-Dumont,Yellow Gold,Leather,Manual,30,37.0,6.5,18.0,Silver,Sapphire,['None'],55.0,14200.0,0,14,1,5.6922989349247155,3,0,1,1,0,1,0,True,False,False,False,False,5.6922989349247155,0,0,0
Tag Heuer,Monaco,Stainless Steel,Leather,Automatic,100,39.0,14.0,22.0,Blue,Sapphire,['Chronograph'],40.0,4950.0,3,14,1,2.785712295919789,5,0,1,1,1,1,2,True,False,False,False,True,2.785712295919789,0,0,0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Automatic,50,40.0,8.5,20.0,Silver,Sapphire,"['Date', 'Moonphase']",70.0,6500.0,3,14,1,4.70587681661551,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Panerai,Luminor,Titanium,Rubber,Manual,225,44.0,15.6,24.0,Black,Sapphire,['None'],72.0,8500.0,0,12,1,2.8205110124929407,3,0,1,2,0,1,1,True,False,False,True,False,2.8205110124929407,0,0,0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Blue,Sapphire,['Date'],60.0,27000.0,1,10,1,3.9423039016308636,5,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,5,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,40.4,12.3,20.0,Silver,Sapphire,['Chronograph'],46.0,7250.0,3,14,1,3.284550175162459,3,0,1,2,1,0,0,False,False,False,False,False,0.0,0,0,0
Patek Philippe,Calatrava,White Gold,Leather,Manual,30,38.0,8.25,20.0,White,Sapphire,['None'],44.0,25000.0,0,14,1,4.606055022963608,4,0,1,1,0,3,0,False,False,True,False,False,13.818165068890824,0,4,0
Bell & Ross,BR 03-92,Ceramic,Rubber,Automatic,100,42.0,9.8,24.0,Black,Sapphire,['None'],40.0,3800.0,0,12,1,4.285709912540906,3,0,1,2,0,1,2,True,False,False,False,True,4.285709912540906,0,0,0
Rolex,Datejust,Stainless Steel,Stainless Steel,Automatic,100,37.0,12.5,20.0,Silver,Sapphire,"['Date', 'Cyclops Lens']",70.0,8000.0,2,11,1,2.9599976320018944,3,1,1,1,1,0,2,False,False,False,False,True,0.0,11,0,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Manual,50,42.0,14.3,20.0,Black,Non-Sapphire,"['Chronograph', 'Tachymeter']",48.0,4500.0,5,11,1,2.9370608831742073,3,1,1,2,1,0,0,False,False,False,False,False,0.0,11,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.8,8.3,20.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.915656728124423,5,1,1,2,1,3,2,False,False,True,False,True,14.74697018437327,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Blue,Sapphire,['Date'],60.0,28500.0,1,10,1,3.9423039016308636,5,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,5,1
IWC,Pilot's Watch Mark,Stainless Steel,Leather,Automatic,60,41.0,12.5,20.0,Black,Sapphire,"['Date', 'Chronograph']",44.0,6800.0,4,15,1,3.2799973760020995,3,0,1,2,1,0,2,False,False,False,False,True,0.0,0,0,0
Hublot,Big Bang,Ceramic,Rubber,Automatic,100,42.0,14.1,24.0,Black,Sapphire,['Chronograph'],72.0,16000.0,3,15,1,2.978721291687027,3,0,1,2,1,1,2,True,False,False,False,True,2.978721291687027,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,42.0,12.75,20.0,Black,Sapphire,['Chronograph'],50.0,6500.0,3,14,1,3.294115063439166,3,0,1,2,1,2,2,False,True,False,False,True,6.588230126878332,0,0,0
Breguet,Classique,White Gold,Leather,Automatic,30,39.0,8.65,20.0,Silver,Sapphire,['None'],40.0,19000.0,0,14,1,4.508665307901378,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Rubber,Automatic,225,45.0,15.5,23.0,Black,Sapphire,['Date'],102.5,13500.0,1,11,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,42.0,10.88,25.0,Black,Sapphire,['Date'],46.0,8000.0,1,10,1,3.8602905695858736,3,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Automatic,30,43.0,12.48,23.0,Silver,Sapphire,['None'],68.0,10000.0,0,11,1,3.445510059687452,3,0,1,2,0,2,0,False,True,False,False,False,6.891020119374904,0,0,0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Automatic,100,40.0,12.5,20.0,Black,Sapphire,"['Date', 'GMT']",70.0,9700.0,3,12,1,3.199997440002048,3,1,1,1,1,0,2,False,False,False,False,True,0.0,12,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,21.0,Blue,Sapphire,['Date'],45.0,29800.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Manual,50,42.0,14.3,20.0,Black,Non-Sapphire,['Chronograph'],48.0,5350.0,3,9,1,2.9370608831742073,3,1,1,2,1,0,0,False,False,False,False,False,0.0,9,0,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,9.8,20.0,Blue,Sapphire,['Date'],60.0,18500.0,1,10,1,4.18366920033755,5,1,1,2,1,3,0,False,False,True,False,False,12.55100760101265,10,5,1
IWC,Pilot's Watch,Stainless Steel,Leather,Automatic,60,43.0,15.0,22.0,Black,Sapphire,['Date'],72.0,4950.0,1,12,1,2.8666647555568296,3,0,1,2,1,0,2,False,False,False,False,True,0.0,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,42.0,12.75,20.0,White,Sapphire,"['Chronograph', 'Date']",50.0,7900.0,4,15,1,3.294115063439166,4,0,1,2,1,2,2,False,True,False,False,True,6.588230126878332,0,0,0
Cartier,Santos-Dumont,Stainless Steel,Leather,Manual,30,37.0,7.25,18.0,Silver,Sapphire,['None'],55.0,4500.0,0,11,1,5.1034412366327775,3,0,1,1,0,1,0,True,False,False,False,False,5.1034412366327775,0,0,0
Hublot,Big Bang,Titanium,Rubber,Automatic,100,44.0,14.5,24.0,Black,Sapphire,"['Chronograph', 'Date']",72.0,16000.0,4,16,1,3.034480665875403,3,0,1,2,1,1,2,True,False,False,False,True,3.034480665875403,0,0,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,42.0,10.88,22.0,Blue,Sapphire,['Date'],54.0,12800.0,1,10,1,3.8602905695858736,5,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Automatic,50,40.0,8.78,20.0,Silver,Sapphire,"['Date', 'Power Reserve Indicator']",70.0,8500.0,3,14,1,4.555803467194229,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,41.0,12.3,22.0,Blue,Sapphire,"['Date', 'Power Reserve Indicator']",42.0,8500.0,3,14,1,3.333330623308436,5,0,1,2,1,0,0,False,False,False,False,False,0.0,0,0,0
Panerai,Luminor,Titanium,Rubber,Automatic,225,44.0,13.05,24.0,Black,Sapphire,"['Date', 'Sub Seconds']",72.0,7500.0,2,14,1,3.3716449259425856,3,0,1,2,1,1,1,True,False,False,True,False,3.3716449259425856,0,0,0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,20.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,37.0,9.8,20.0,Blue,Sapphire,['Date'],40.0,19500.0,1,10,1,3.775506351524131,5,1,1,1,1,3,0,False,False,True,False,False,11.326519054572394,10,5,1
Hublot,Big Bang,Titanium,Rubber,Automatic,100,44.0,14.5,24.0,Black,Sapphire,"['Date', 'Chronograph']",72.0,13000.0,4,16,1,3.034480665875403,3,0,1,2,1,1,2,True,False,False,False,True,3.034480665875403,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,42.0,12.75,20.0,White,Sapphire,"['Date', 'Chronograph', 'Moon Phase']",50.0,7500.0,6,17,1,3.294115063439166,4,0,1,2,1,2,2,False,True,False,False,True,6.588230126878332,0,0,0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Automatic,150,41.0,11.0,22.0,Blue,Sapphire,"['Date', 'World Time']",60.0,23000.0,3,12,1,3.727269338846056,5,1,1,2,1,3,2,False,False,True,False,True,11.181808016538167,12,5,1
Breguet,Classique,White Gold,Leather,Manual,30,40.0,6.95,20.0,Silver,Sapphire,['None'],50.0,24000.0,0,14,1,5.7553874023202845,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Automatic,225,45.0,15.5,23.0,Black,Sapphire,"['Date', 'Power Reserve Indicator']",102.5,11000.0,3,12,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Chopard,Mille Miglia,Stainless Steel,Leather,Automatic,50,44.0,14.45,22.0,Black,Sapphire,"['Date', 'Chronograph']",42.0,6000.0,4,15,1,3.044980591708933,3,0,1,2,1,1,0,True,False,False,False,False,3.044980591708933,0,0,0
Rolex,Datejust,Stainless Steel,Stainless Steel,Automatic,100,37.0,12.0,20.0,Silver,Sapphire,['Date'],70.0,7500.0,1,10,1,3.08333076389103,3,1,1,1,1,0,2,False,False,False,False,True,0.0,10,0,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Automatic,50,42.0,13.7,20.0,Black,Sapphire,"['Chronograph', 'Tachymeter']",60.0,6500.0,5,14,1,3.065691192926137,3,1,1,2,1,0,0,False,False,False,False,False,0.0,14,0,1
Tag Heuer,Aquaracer,Stainless Steel,Stainless Steel,Automatic,225,43.0,13.0,21.0,Blue,Sapphire,['Date'],38.0,3700.0,1,10,1,3.3076897633155666,5,1,1,2,1,1,1,True,False,False,True,False,3.3076897633155666,10,0,1
Breitling,Superocean,Stainless Steel,Rubber,Automatic,200,44.0,14.2,22.0,Black,Sapphire,['Date'],42.0,4500.0,1,11,1,3.098589367190587,3,0,1,2,1,1,1,True,False,False,True,False,3.098589367190587,0,0,0
Cartier,Ballon Bleu,Stainless Steel,Stainless Steel,Automatic,30,42.0,13.0,22.0,Silver,Sapphire,['Date'],42.0,7500.0,1,10,1,3.230766745564042,3,1,1,2,1,1,0,True,False,False,False,False,3.230766745564042,10,0,1
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Automatic,50,40.0,8.8,20.0,Silver,Sapphire,"['Date', 'Power Reserve']",70.0,6000.0,3,14,1,4.545449380171159,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Automatic,100,40.0,12.5,20.0,Black,Sapphire,['Dual Time Zone'],70.0,9500.0,2,11,1,3.199997440002048,3,1,1,1,1,0,2,False,False,False,False,True,0.0,11,0,1
Omega,Constellation,Stainless Steel,Stainless Steel,Automatic,100,39.0,10.6,20.0,Black,Sapphire,['Date'],50.0,4800.0,1,10,1,3.6792418120360266,3,1,1,1,1,0,2,False,False,False,False,True,0.0,10,0,1
Tag Heuer,Monaco,Stainless Steel,Leather,Automatic,100,39.0,14.5,22.0,Blue,Sapphire,['Chronograph'],40.0,5200.0,3,14,1,2.6896533174804707,5,0,1,1,1,1,2,True,False,False,False,True,2.6896533174804707,0,0,0
Breitling,Chronomat,Stainless Steel,Stainless Steel,Automatic,200,44.0,16.95,22.0,Blue,Sapphire,"['Chronograph', 'Date']",70.0,6900.0,4,13,1,2.595868675003732,5,1,1,2,1,1,1,True,False,False,True,False,2.595868675003732,13,0,1
Cartier,Santos,Stainless Steel,Stainless Steel,Automatic,100,37.0,8.83,18.0,Silver,Sapphire,['Date'],42.0,5500.0,1,10,1,4.190255730174711,3,1,1,1,1,1,2,True,False,False,False,True,4.190255730174711,10,0,1
Rolex,Datejust,Stainless Steel,Stainless Steel,Automatic,100,41.0,11.7,20.0,White,Sapphire,['Date'],70.0,8000.0,1,10,1,3.5042705091705053,4,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,21.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,37.0,9.0,17.0,Blue,Sapphire,['Date'],60.0,18000.0,1,10,1,4.1111065432149525,5,1,1,1,1,3,0,False,False,True,False,False,12.333319629644858,10,5,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,40.4,12.3,22.0,White,Sapphire,['Date'],60.0,7500.0,1,12,1,3.284550175162459,4,0,1,2,1,0,0,False,False,False,False,False,0.0,0,0,0
Hublot,Big Bang,Titanium,Rubber,Automatic,100,44.0,14.5,25.0,Black,Sapphire,['Chronograph'],72.0,14000.0,3,15,1,3.034480665875403,3,0,1,2,1,1,2,True,False,False,False,True,3.034480665875403,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Automatic,225,45.0,15.4,23.0,Black,Sapphire,['Date'],102.5,14000.0,1,10,1,2.922076024625958,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Breguet,Classique,Rose Gold,Leather,Manual,30,40.0,6.8,20.0,Silver,Sapphire,['None'],55.0,25000.0,0,14,1,5.8823442906701615,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Jaeger-LeCoultre,Master Ultra Thin,Stainless Steel,Leather,Automatic,50,39.0,7.8,20.0,Silver,Sapphire,['None'],70.0,6500.0,0,11,1,4.999993589751808,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Zenith,El Primero,Stainless Steel,Stainless Steel,Automatic,100,42.0,12.75,20.0,Blue,Sapphire,['Chronograph'],50.0,7000.0,3,12,1,3.294115063439166,5,1,1,2,1,2,2,False,True,False,False,True,6.588230126878332,12,0,1
Bulgari,Octo Finissimo,Titanium,Titanium,Automatic,30,40.0,5.15,25.0,Black,Sapphire,['None'],55.0,10000.0,0,13,1,7.7669752097568745,3,1,1,1,0,2,0,False,True,False,False,False,15.533950419513749,13,0,1
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,42.0,10.88,22.0,Blue,Sapphire,['Date'],54.0,9000.0,1,10,1,3.8602905695858736,5,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Automatic,100,40.0,12.1,20.0,Black,Sapphire,"['GMT', 'Date']",70.0,9450.0,3,12,1,3.3057823919153786,3,1,1,1,1,0,2,False,False,False,False,True,0.0,12,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.8,8.3,21.0,Blue,Sapphire,['Date'],55.0,29800.0,1,10,1,4.915656728124423,5,1,1,2,1,3,2,False,False,True,False,True,14.74697018437327,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,9.8,20.0,Blue,Sapphire,"['Date', 'Chronograph']",50.0,22300.0,4,13,1,4.18366920033755,5,1,1,2,1,3,0,False,False,True,False,False,12.55100760101265,13,5,1
Hublot,Classic Fusion,Titanium,Rubber,Automatic,50,42.0,10.6,22.0,Black,Sapphire,['Date'],42.0,8100.0,1,13,1,3.962260412961875,3,0,1,2,1,1,0,True,False,False,False,False,3.962260412961875,0,0,0
IWC,Pilot's Watch Mark XVIII,Stainless Steel,Leather,Automatic,60,40.0,10.8,20.0,Black,Sapphire,['Date'],42.0,3900.0,1,12,1,3.703700274351598,3,0,1,1,1,0,2,False,False,False,False,True,0.0,0,0,0
A. Lange & Söhne,Saxonia,Rose Gold,Leather,Manual,30,38.5,7.8,18.0,Silver,Sapphire,['None'],72.0,23300.0,0,14,1,4.935891107831913,3,0,1,1,0,3,0,False,False,True,False,False,14.807673323495738,0,3,0
Breguet,Classique,Rose Gold,Leather,Automatic,30,39.0,8.65,20.0,Silver,Sapphire,['Date'],65.0,23200.0,1,15,1,4.508665307901378,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Chopard,Mille Miglia,Stainless Steel,Leather,Automatic,50,44.0,14.4,22.0,Black,Sapphire,"['Date', 'Chronograph', 'Tachymeter']",42.0,6300.0,6,17,1,3.055553433643449,3,0,1,2,1,1,0,True,False,False,False,False,3.055553433643449,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,38.0,12.45,20.0,White,Sapphire,"['Date', 'Chronograph']",50.0,5600.0,4,15,1,3.052206383769973,4,0,1,1,1,2,2,False,True,False,False,True,6.104412767539946,0,0,0
Panerai,Luminor,Titanium,Leather,Manual,100,44.0,13.05,24.0,Black,Sapphire,['None'],56.0,6900.0,0,13,1,3.3716449259425856,3,0,1,2,0,1,2,True,False,False,False,True,3.3716449259425856,0,0,0
Rolex,Daytona,Stainless Steel,Stainless Steel,Automatic,100,40.0,12.4,20.0,White,Sapphire,['Chronograph'],72.0,13500.0,3,12,1,3.225803850158185,4,1,1,1,1,0,2,False,False,False,False,True,0.0,12,0,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Manual,50,42.0,14.3,20.0,Black,Non-Sapphire,['Chronograph'],48.0,4500.0,3,9,1,2.9370608831742073,3,1,1,2,1,0,0,False,False,False,False,False,0.0,9,0,1
Cartier,Santos,Stainless Steel,Leather,Automatic,100,39.8,9.08,20.0,Silver,Sapphire,['Date'],42.0,6600.0,1,12,1,4.383255084520832,3,0,1,1,1,1,2,True,False,False,False,True,4.383255084520832,0,0,0
Breitling,Superocean Heritage,Stainless Steel,Leather,Automatic,200,42.0,14.35,20.0,Black,Sapphire,['Date'],38.0,4400.0,1,12,1,2.9268272286918267,3,0,1,2,1,1,1,True,False,False,True,False,2.9268272286918267,0,0,0
Tag Heuer,Aquaracer,Stainless Steel,Stainless Steel,Automatic,225,41.0,12.0,20.0,Blue,Sapphire,['Date'],38.0,2800.0,1,10,1,3.4166638194468173,5,1,1,2,1,1,1,True,False,False,True,False,3.4166638194468173,10,0,1
Jaeger-LeCoultre,Master Ultra Thin,Stainless Steel,Leather,Automatic,50,40.0,7.45,20.0,Silver,Sapphire,['None'],43.0,6300.0,0,11,1,5.369120309905624,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Patek Philippe,Calatrava,Rose Gold,Leather,Manual,30,38.0,7.68,19.0,White,Sapphire,['None'],44.0,22900.0,0,14,1,4.94791022407523,4,0,1,1,0,3,0,False,False,True,False,False,14.84373067222569,0,4,0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,9.8,20.0,Black,Sapphire,['Date'],60.0,22500.0,1,10,1,4.18366920033755,3,1,1,2,1,3,0,False,False,True,False,False,12.55100760101265,10,3,1
Zenith,El Primero,Stainless Steel,Stainless Steel,Automatic,100,42.0,12.75,20.0,Blue,Sapphire,['Chronograph'],50.0,6900.0,3,12,1,3.294115063439166,5,1,1,2,1,2,2,False,True,False,False,True,6.588230126878332,12,0,1
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Automatic,150,41.0,11.0,20.0,Black,Sapphire,"['Date', 'World Time']",60.0,20200.0,3,12,1,3.727269338846056,3,1,1,2,1,3,2,False,False,True,False,True,11.181808016538167,12,3,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,40.4,12.6,20.0,Silver,Sapphire,['None'],44.0,7600.0,0,11,1,3.2063466616296337,3,0,1,2,0,0,0,False,False,False,False,False,0.0,0,0,0
Panerai,Luminor Marina,Stainless Steel,Leather,Automatic,225,44.0,15.65,24.0,Black,Sapphire,['Date'],72.0,6500.0,1,12,1,2.8114998009585936,3,0,1,2,1,1,1,True,False,False,True,False,2.8114998009585936,0,0,0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,21.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,9.8,20.0,Black,Sapphire,['Date'],60.0,22000.0,1,10,1,4.18366920033755,3,1,1,2,1,3,0,False,False,True,False,False,12.55100760101265,10,3,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,41.0,12.3,22.0,White,Sapphire,['Date'],102.5,9500.0,1,12,1,3.333330623308436,4,0,1,2,1,0,0,False,False,False,False,False,0.0,0,0,0
Hublot,Big Bang,Ceramic,Rubber,Automatic,100,41.0,14.6,20.0,Black,Sapphire,['Chronograph'],42.0,14000.0,3,15,1,2.808217254645716,3,0,1,2,1,1,2,True,False,False,False,True,2.808217254645716,0,0,0
Breguet,Classique,Rose Gold,Leather,Manual,30,39.0,10.2,22.0,Silver,Sapphire,['None'],40.0,26000.0,0,14,1,3.8235256632101344,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,38.0,12.5,20.0,Silver,Sapphire,['Chronograph'],50.0,7000.0,3,14,1,3.0399975680019455,3,0,1,1,1,2,2,False,True,False,False,True,6.079995136003891,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,NATO,Automatic,225,45.0,15.4,23.0,Black,Sapphire,['None'],102.5,10000.0,0,9,1,2.922076024625958,3,0,1,2,0,0,1,False,False,False,True,False,0.0,0,0,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,42.0,10.88,22.0,Blue,Sapphire,['Date'],54.0,11500.0,1,10,1,3.8602905695858736,5,1,1,2,1,0,2,False,False,False,False,True,0.0,10,0,1
Ulysse Nardin,Marine,Stainless Steel,Leather,Automatic,100,42.2,12.6,20.0,Blue,Sapphire,['Date'],60.0,7500.0,1,12,1,3.349203691108182,5,0,1,2,1,1,2,True,False,False,False,True,3.349203691108182,0,0,0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Automatic,150,41.5,11.0,22.0,Silver,Sapphire,['Date'],60.0,20000.0,1,10,1,3.7727238429783245,3,1,1,2,1,3,2,False,False,True,False,True,11.318171528934974,10,3,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.0,8.3,20.0,Blue,Sapphire,['Date'],45.0,26000.0,1,10,1,4.819271302082768,5,1,1,1,1,3,2,False,False,True,False,True,14.457813906248305,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Others,Sapphire,['Date'],60.0,17000.0,1,10,1,3.9423039016308636,2,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,2,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,42.3,14.2,22.0,White,Sapphire,['Chronograph'],46.0,7800.0,3,14,1,2.9788711416400413,4,0,1,2,1,0,0,False,False,False,False,False,0.0,0,0,0
A. Lange & Söhne,Saxonia,Rose Gold,Leather,Manual,30,37.0,7.5,18.0,Silver,Sapphire,['None'],45.0,17500.0,0,14,1,4.933326755564326,3,0,1,1,0,3,0,False,False,True,False,False,14.799980266692977,0,3,0
Vacheron Constantin,Overseas,Stainless Steel,Rubber,Automatic,150,42.5,13.7,22.0,Blue,Sapphire,['Date'],40.0,20000.0,1,11,1,3.102187516651448,5,0,1,2,1,3,2,False,False,True,False,True,9.306562549954345,0,5,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,41.0,10.88,25.0,Black,Sapphire,['Chronograph'],46.0,12000.0,3,12,1,3.7683788893576384,3,1,1,2,1,0,2,False,False,False,False,True,0.0,12,0,1
