Brand,Model,Case Material,Strap Material,Crystal Material,Dial Color,Case Diameter,Case Thickness,Band Width,Case_Size_Category,Case_Proportion,Movement Type,Movement_Complexity,Power Reserve,Complications,Has_Complication,Water Resistance,Water_Tier,Dial_Score,Complication_Score,Material_Match,Luxury_Index,Brand_Tier,Model_Tier,Brand_Tier_label_encoded,Model_Tier_label_encoded,Brand_Tier_target_encoded,Model_Tier_target_encoded,Brand_Case,Brand_Crystal,Material_Crystal_Movement,Price
Ulysse Nardin,Marine,Stainless Steel,Rubber,Sapphire,Blue,44.0,14.4,22.0,2,3.055553433643449,Automatic,1,60.0,"['Date', 'Power Reserve']",1,100,Standard,5,3,0,13,Mid-Range,High-End,1,0,6528.445154051944,10828.963771655724,3.055553433643449,1,2,7500.0
Breguet,Classique,Rose Gold,Leather,Sapphire,Silver,38.0,8.25,20.0,1,4.606055022963608,Automatic,1,45.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,20000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Black,38.0,10.88,22.0,1,3.492643848672933,Automatic,1,46.0,['None'],0,100,Standard,3,0,1,9,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,8500.0
Hublot,Big Bang,Ceramic,Rubber,Sapphire,Black,42.0,14.1,24.0,2,2.978721291687027,Automatic,1,42.0,"['Date', 'Chronograph']",1,100,Standard,3,4,0,16,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.978721291687027,1,2,12000.0
Zenith,Chronomaster,Stainless Steel,Leather,Sapphire,Silver,42.0,14.05,20.0,2,2.9893217157852554,Automatic,1,50.0,"['Date', 'Chronograph']",1,100,Standard,3,4,0,15,Other,Other,2,2,6734.697638357517,5907.872360090675,5.978643431570511,2,2,6000.0
Vacheron Constantin,Overseas,Stainless Steel,Rubber,Sapphire,Blue,41.0,11.0,22.0,2,3.727269338846056,Automatic,1,40.0,['Date'],1,150,Standard,5,1,0,11,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.181808016538167,3,2,12000.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,3,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,22000.0
Hublot,Classic Fusion,Titanium,Rubber,Sapphire,Blue,42.0,10.5,22.0,2,3.999996190479819,Automatic,1,42.0,['Date'],1,50,Basic,5,1,0,13,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.999996190479819,1,2,8500.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,44.0,15.65,24.0,2,2.8114998009585936,Manual,1,56.0,['None'],0,225,Professional,3,0,0,11,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.8114998009585936,1,2,7200.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,40.0,6.1,20.0,1,6.55736629939951,Manual,1,65.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,16000.0
Chopard,Happy Sport,Stainless Steel,Stainless Steel,Sapphire,Silver,37.0,7.2,17.0,1,5.138881751553123,Quartz,0,55.0,['Date'],1,30,Basic,3,1,1,10,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,5.138881751553123,1,2,5800.0
Ulysse Nardin,Marine,Stainless Steel,Rubber,Sapphire,Blue,42.2,12.6,22.0,2,3.349203691108182,Automatic,1,60.0,['Date'],1,100,Standard,5,1,0,11,Mid-Range,High-End,1,0,6528.445154051944,10828.963771655724,3.349203691108182,1,2,8900.0
IWC,Portugieser Chronograph,Stainless Steel,Leather,Sapphire,White,41.0,13.1,20.0,2,3.129768603230074,Automatic,1,46.0,['Chronograph'],1,30,Basic,4,3,0,14,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,7600.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.8,8.3,20.0,2,4.915656728124423,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.74697018437327,3,3,32750.0
Montblanc,1858 Geosphere,Titanium,Leather,Sapphire,Black,42.0,12.8,22.0,2,3.2812474365254403,Automatic,1,42.0,['GMT'],1,100,Standard,3,2,0,15,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.2812474365254403,1,2,6500.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Blue,41.5,11.0,22.0,2,3.7727238429783245,Automatic,1,60.0,['Date'],1,150,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.318171528934974,3,3,21000.0
Zenith,Chronomaster El Primero,Stainless Steel,Leather,Sapphire,Silver,38.0,12.45,20.0,1,3.052206383769973,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,Very High-End,2,3,6734.697638357517,23853.345678284422,6.104412767539946,2,2,6000.0
Rolex,Daytona,Yellow Gold,Leather,Sapphire,Others,40.0,12.4,20.0,1,3.225803850158185,Automatic,1,72.0,['Chronograph'],1,100,Standard,2,3,0,17,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,29500.0
Audemars Piguet,Royal Oak,Rose Gold,Gold,Sapphire,Blue,37.0,9.8,18.0,1,3.775506351524131,Automatic,1,60.0,['None'],0,50,Basic,5,0,0,15,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.326519054572394,3,2,32750.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,22.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
IWC,Portuguese,Stainless Steel,Leather,Sapphire,White,42.3,14.2,22.0,2,2.9788711416400413,Automatic,1,60.0,['Date'],1,30,Basic,4,1,0,12,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,8800.0
Blancpain,Fifty Fathoms,Stainless Steel,Rubber,Sapphire,Black,45.0,15.4,23.0,2,2.922076024625958,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,13500.0
Hublot,Big Bang,Carbon Fiber,Rubber,Sapphire,Black,44.0,14.5,22.0,2,3.034480665875403,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,19500.0
Ulysse Nardin,Marine,Stainless Steel,Rubber,Sapphire,Blue,43.0,12.6,22.0,2,3.4126957042097588,Automatic,1,60.0,['Date'],1,100,Standard,5,1,0,11,Mid-Range,High-End,1,0,6528.445154051944,10828.963771655724,3.4126957042097588,1,2,7000.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,38.0,7.45,20.0,1,5.100664294410343,Manual,1,65.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,23000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Black,42.0,10.88,25.0,2,3.8602905695858736,Automatic,1,46.0,['Date'],1,100,Standard,3,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,9500.0
Piaget,Altiplano,White Gold,Leather,Sapphire,Silver,40.0,6.36,20.0,1,6.289298287266844,Manual,1,43.0,['None'],0,30,Basic,3,0,0,14,Other,Other,2,2,6734.697638357517,5907.872360090675,12.578596574533687,2,2,18500.0
Vacheron Constantin,Patrimony,Rose Gold,Leather,Sapphire,Silver,42.0,7.65,20.0,2,5.490188901713854,Manual,1,65.0,['None'],0,30,Basic,3,0,0,14,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,16.47056670514156,3,2,22500.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,44.0,15.65,22.0,2,2.8114998009585936,Automatic,1,72.0,"['Date', 'GMT']",1,225,Professional,3,3,0,14,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.8114998009585936,1,2,7500.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Blue,41.0,12.3,22.0,2,3.333330623308436,Automatic,1,60.0,['Date'],1,30,Basic,5,1,0,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,6500.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,20000.0
Hublot,Big Bang,Carbon Fiber,Rubber,Sapphire,Black,44.0,14.5,25.0,2,3.034480665875403,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,12000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,10.88,22.0,2,3.8602905695858736,Automatic,1,54.0,['Date'],1,100,Standard,5,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,6500.0
Chopard,Mille Miglia,Stainless Steel,Leather,Sapphire,Black,42.0,11.43,22.0,2,3.6745374675962665,Automatic,1,48.0,['Chronograph'],1,50,Basic,3,3,0,14,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.6745374675962665,1,2,6200.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,11.0,22.0,2,3.727269338846056,Automatic,1,60.0,['Date'],1,150,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.181808016538167,3,3,15000.0
Piaget,Altiplano,White Gold,Leather,Sapphire,Silver,40.0,6.36,20.0,1,6.289298287266844,Manual,1,44.0,['None'],0,30,Basic,3,0,0,14,Other,Other,2,2,6734.697638357517,5907.872360090675,12.578596574533687,2,2,22000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,Black,42.0,12.75,22.0,2,3.294115063439166,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,2,5500.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,39.0,10.2,22.0,1,3.8235256632101344,Automatic,1,45.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,19000.0
Tudor,Black Bay,Stainless Steel,Leather,Sapphire,Black,41.0,12.7,22.0,2,3.228343914689831,Automatic,1,70.0,['None'],0,200,Professional,3,0,0,11,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.228343914689831,1,2,3500.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,Blue,37.0,12.5,20.0,1,2.9599976320018944,Automatic,1,70.0,"['Date', 'Cyclops']",1,100,Standard,5,2,1,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,7400.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Automatic,1,48.0,['Chronograph'],1,50,Basic,3,3,1,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,5000.0
Cartier,Santos,Stainless Steel,Stainless Steel,Sapphire,Silver,39.8,9.08,20.0,1,4.383255084520832,Automatic,1,42.0,['Date'],1,100,Standard,3,1,1,10,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.383255084520832,1,3,6200.0
TAG Heuer,Aquaracer,Stainless Steel,Stainless Steel,Sapphire,Black,43.0,12.5,21.0,2,3.439997248002202,Automatic,1,38.0,['Date'],1,225,Professional,3,1,1,10,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.439997248002202,1,3,3100.0
Breitling,Superocean,Stainless Steel,Rubber,Sapphire,Blue,42.0,13.3,20.0,2,3.1578923624869453,Automatic,1,38.0,['Date'],1,225,Professional,5,1,0,11,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.1578923624869453,1,2,4100.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,44.0,13.05,24.0,2,3.3716449259425856,Automatic,1,72.0,['None'],0,225,Professional,3,0,0,11,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.3716449259425856,1,2,6500.0
Tudor,Black Bay,Stainless Steel,Leather,Sapphire,Black,41.0,12.7,22.0,2,3.228343914689831,Automatic,1,70.0,['Date'],1,200,Professional,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.228343914689831,1,2,3800.0
Zenith,Elite Classic,Stainless Steel,Leather,Sapphire,Silver,39.0,8.15,20.0,1,4.785270202122452,Automatic,1,50.0,['Date'],1,50,Basic,3,1,0,12,Other,Other,2,2,6734.697638357517,5907.872360090675,9.570540404244904,2,2,4900.0
Longines,Conquest Classic,Stainless Steel,Leather,Sapphire,Silver,40.0,10.75,20.0,1,3.7209267712309106,Automatic,1,54.0,['Date'],1,50,Basic,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.7209267712309106,1,2,1850.0
Montblanc,Star Legacy,Stainless Steel,Leather,Sapphire,White,42.0,11.4,22.0,2,3.6842072945550046,Automatic,1,42.0,"['Date', 'Moonphase']",1,50,Basic,4,3,0,14,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.6842072945550046,1,2,3900.0
Baume & Mercier,Clifton Baumatic,Stainless Steel,Leather,Sapphire,Silver,40.0,10.3,20.0,1,3.883491375251092,Automatic,1,102.5,['Date'],1,50,Basic,3,1,0,12,Other,Mid-Range,2,1,6734.697638357517,7596.0792482079405,7.766982750502184,2,2,2750.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,11.8,20.0,2,3.474573326632774,Automatic,1,70.0,['Date'],1,100,Standard,5,1,1,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,9500.0
Omega,Speedmaster Moonwatch,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,13.75,20.0,2,3.054543233059467,Manual,1,48.0,"['Chronograph', 'Tachymeter']",1,50,Basic,3,5,1,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,5350.0
Breitling,Superocean Heritage,Stainless Steel,Stainless Steel,Sapphire,Blue,44.0,14.2,22.0,2,3.098589367190587,Automatic,1,38.0,['Date'],1,200,Professional,5,1,1,10,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.098589367190587,1,3,3250.0
Cartier,Santos-Dumont,Yellow Gold,Leather,Sapphire,Silver,37.0,6.5,18.0,1,5.6922989349247155,Manual,1,55.0,['None'],0,30,Basic,3,0,0,14,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,5.6922989349247155,1,2,14200.0
Tag Heuer,Monaco,Stainless Steel,Leather,Sapphire,Blue,39.0,14.0,22.0,1,2.785712295919789,Automatic,1,40.0,['Chronograph'],1,100,Standard,5,3,0,14,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.785712295919789,1,2,4950.0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Sapphire,Silver,40.0,8.5,20.0,1,4.70587681661551,Automatic,1,70.0,"['Date', 'Moonphase']",1,50,Basic,3,3,0,14,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,6500.0
Panerai,Luminor,Titanium,Rubber,Sapphire,Black,44.0,15.6,24.0,2,2.8205110124929407,Manual,1,72.0,['None'],0,225,Professional,3,0,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.8205110124929407,1,2,8500.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,27000.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Silver,40.4,12.3,20.0,2,3.284550175162459,Automatic,1,46.0,['Chronograph'],1,30,Basic,3,3,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7250.0
Patek Philippe,Calatrava,White Gold,Leather,Sapphire,White,38.0,8.25,20.0,1,4.606055022963608,Manual,1,44.0,['None'],0,30,Basic,4,0,0,14,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,13.818165068890824,3,2,25000.0
Bell & Ross,BR 03-92,Ceramic,Rubber,Sapphire,Black,42.0,9.8,24.0,2,4.285709912540906,Automatic,1,40.0,['None'],0,100,Standard,3,0,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.285709912540906,1,2,3800.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,Silver,37.0,12.5,20.0,1,2.9599976320018944,Automatic,1,70.0,"['Date', 'Cyclops Lens']",1,100,Standard,3,2,1,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,8000.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Manual,1,48.0,"['Chronograph', 'Tachymeter']",1,50,Basic,3,5,1,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,4500.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.8,8.3,20.0,2,4.915656728124423,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.74697018437327,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,28500.0
IWC,Pilot's Watch Mark,Stainless Steel,Leather,Sapphire,Black,41.0,12.5,20.0,2,3.2799973760020995,Automatic,1,44.0,"['Date', 'Chronograph']",1,60,Standard,3,4,0,15,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,6800.0
Hublot,Big Bang,Ceramic,Rubber,Sapphire,Black,42.0,14.1,24.0,2,2.978721291687027,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.978721291687027,1,2,16000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,Black,42.0,12.75,20.0,2,3.294115063439166,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,2,6500.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,39.0,8.65,20.0,1,4.508665307901378,Automatic,1,40.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,19000.0
Blancpain,Fifty Fathoms,Stainless Steel,Rubber,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,13500.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Black,42.0,10.88,25.0,2,3.8602905695858736,Automatic,1,46.0,['Date'],1,100,Standard,3,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,8000.0
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Sapphire,Silver,43.0,12.48,23.0,2,3.445510059687452,Automatic,1,68.0,['None'],0,30,Basic,3,0,0,11,Other,Other,2,2,6734.697638357517,5907.872360090675,6.891020119374904,2,2,10000.0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Sapphire,Black,40.0,12.5,20.0,1,3.199997440002048,Automatic,1,70.0,"['Date', 'GMT']",1,100,Standard,3,3,1,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,9700.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,21.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,29800.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Manual,1,48.0,['Chronograph'],1,50,Basic,3,3,1,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,5350.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,18500.0
IWC,Pilot's Watch,Stainless Steel,Leather,Sapphire,Black,43.0,15.0,22.0,2,2.8666647555568296,Automatic,1,72.0,['Date'],1,60,Standard,3,1,0,12,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,4950.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,White,42.0,12.75,20.0,2,3.294115063439166,Automatic,1,50.0,"['Chronograph', 'Date']",1,100,Standard,4,4,0,15,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,2,7900.0
Cartier,Santos-Dumont,Stainless Steel,Leather,Sapphire,Silver,37.0,7.25,18.0,1,5.1034412366327775,Manual,1,55.0,['None'],0,30,Basic,3,0,0,11,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,5.1034412366327775,1,2,4500.0
Hublot,Big Bang,Titanium,Rubber,Sapphire,Black,44.0,14.5,24.0,2,3.034480665875403,Automatic,1,72.0,"['Chronograph', 'Date']",1,100,Standard,3,4,0,16,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,16000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,10.88,22.0,2,3.8602905695858736,Automatic,1,54.0,['Date'],1,100,Standard,5,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,12800.0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Sapphire,Silver,40.0,8.78,20.0,1,4.555803467194229,Automatic,1,70.0,"['Date', 'Power Reserve Indicator']",1,50,Basic,3,3,0,14,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,8500.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Blue,41.0,12.3,22.0,2,3.333330623308436,Automatic,1,42.0,"['Date', 'Power Reserve Indicator']",1,30,Basic,5,3,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,8500.0
Panerai,Luminor,Titanium,Rubber,Sapphire,Black,44.0,13.05,24.0,2,3.3716449259425856,Automatic,1,72.0,"['Date', 'Sub Seconds']",1,225,Professional,3,2,0,14,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.3716449259425856,1,2,7500.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,20.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,37.0,9.8,20.0,1,3.775506351524131,Automatic,1,40.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.326519054572394,3,3,19500.0
Hublot,Big Bang,Titanium,Rubber,Sapphire,Black,44.0,14.5,24.0,2,3.034480665875403,Automatic,1,72.0,"['Date', 'Chronograph']",1,100,Standard,3,4,0,16,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,13000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,White,42.0,12.75,20.0,2,3.294115063439166,Automatic,1,50.0,"['Date', 'Chronograph', 'Moon Phase']",1,100,Standard,4,6,0,17,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,2,7500.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,11.0,22.0,2,3.727269338846056,Automatic,1,60.0,"['Date', 'World Time']",1,150,Standard,5,3,1,12,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.181808016538167,3,3,23000.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,40.0,6.95,20.0,1,5.7553874023202845,Manual,1,50.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,24000.0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,"['Date', 'Power Reserve Indicator']",1,225,Professional,3,3,0,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,11000.0
Chopard,Mille Miglia,Stainless Steel,Leather,Sapphire,Black,44.0,14.45,22.0,2,3.044980591708933,Automatic,1,42.0,"['Date', 'Chronograph']",1,50,Basic,3,4,0,15,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.044980591708933,1,2,6000.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,Silver,37.0,12.0,20.0,1,3.08333076389103,Automatic,1,70.0,['Date'],1,100,Standard,3,1,1,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,7500.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Sapphire,Black,42.0,13.7,20.0,2,3.065691192926137,Automatic,1,60.0,"['Chronograph', 'Tachymeter']",1,50,Basic,3,5,1,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,6500.0
Tag Heuer,Aquaracer,Stainless Steel,Stainless Steel,Sapphire,Blue,43.0,13.0,21.0,2,3.3076897633155666,Automatic,1,38.0,['Date'],1,225,Professional,5,1,1,10,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.3076897633155666,1,3,3700.0
Breitling,Superocean,Stainless Steel,Rubber,Sapphire,Black,44.0,14.2,22.0,2,3.098589367190587,Automatic,1,42.0,['Date'],1,200,Professional,3,1,0,11,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.098589367190587,1,2,4500.0
Cartier,Ballon Bleu,Stainless Steel,Stainless Steel,Sapphire,Silver,42.0,13.0,22.0,2,3.230766745564042,Automatic,1,42.0,['Date'],1,30,Basic,3,1,1,10,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.230766745564042,1,3,7500.0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Sapphire,Silver,40.0,8.8,20.0,1,4.545449380171159,Automatic,1,70.0,"['Date', 'Power Reserve']",1,50,Basic,3,3,0,14,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,6000.0
